08.30   iso/z008_08.30   testlib/z008_08.30  -1.20
08.25   iso/z008_08.25   testlib/z008_08.25  -1.30
08.20   iso/z008_08.20   testlib/z008_08.20  -1.40
08.15   iso/z008_08.15   testlib/z008_08.15  -1.50
08.10   iso/z008_08.10   testlib/z008_08.10  -1.70
08.05   iso/z008_08.05   testlib/z008_08.05  -1.90
08.00   iso/z008_08.00   testlib/z008_08.00  -2.00
07.95   iso/z008_07.95   testlib/z008_07.95  -2.10
07.90   iso/z008_07.90   testlib/z008_07.90  -2.25
07.85   iso/z008_07.85   testlib/z008_07.85  -2.40
07.80   iso/z008_07.80   testlib/z008_07.80  -2.60
07.75   iso/z008_07.75   testlib/z008_07.75  -2.80
07.70   iso/z008_07.70   testlib/z008_07.70  -2.90
07.65   iso/z008_07.65   testlib/z008_07.65  -3.10
07.60   iso/z008_07.60   testlib/z008_07.60  -3.25
07.55   iso/z008_07.55   testlib/z008_07.55  -3.40
07.50   iso/z008_07.50   testlib/z008_07.50  -3.60
07.45   iso/z008_07.45   testlib/z008_07.45  -3.75
07.40   iso/z008_07.40   testlib/z008_07.40  -3.95
07.35   iso/z008_07.35   testlib/z008_07.35  -4.10
07.30   iso/z008_07.30   testlib/z008_07.30  -4.25
07.25   iso/z008_07.25   testlib/z008_07.25  -4.45
07.20   iso/z008_07.20   testlib/z008_07.20  -4.65
07.15   iso/z008_07.15   testlib/z008_07.15  -4.80
07.10   iso/z008_07.10   testlib/z008_07.10  -5.00
07.05   iso/z008_07.05   testlib/z008_07.05  -5.20
07.00   iso/z008_07.00   testlib/z008_07.00  -5.40
06.95   iso/z008_06.95   testlib/z008_06.95  -5.60
06.90   iso/z008_06.90   testlib/z008_06.90  -5.90
06.85   iso/z008_06.85   testlib/z008_06.85  -6.10
06.80   iso/z008_06.80   testlib/z008_06.80  -6.40
06.75   iso/z008_06.75   testlib/z008_06.75  -6.80
06.70   iso/z008_06.70   testlib/z008_06.70  -7.20
06.65   iso/z008_06.65   testlib/z008_06.65  -7.60
06.60   iso/z008_06.60   testlib/z008_06.60  -8.00
10.05   iso/z004_10.05   testlib/z004_10.05   4.30
10.00   iso/z004_10.00   testlib/z004_10.00   4.20
09.95   iso/z004_09.95   testlib/z004_09.95   4.10
09.90   iso/z004_09.90   testlib/z004_09.90   4.00
09.85   iso/z004_09.85   testlib/z004_09.85   3.90
09.80   iso/z004_09.80   testlib/z004_09.80   3.80
09.75   iso/z004_09.75   testlib/z004_09.75   3.65
09.70   iso/z004_09.70   testlib/z004_09.70   3.50
09.65   iso/z004_09.65   testlib/z004_09.65   3.35
09.60   iso/z004_09.60   testlib/z004_09.60   3.20
09.55   iso/z004_09.55   testlib/z004_09.55   3.10
09.50   iso/z004_09.50   testlib/z004_09.50   3.00
09.45   iso/z004_09.45   testlib/z004_09.45   2.80
09.40   iso/z004_09.40   testlib/z004_09.40   2.55
09.35   iso/z004_09.35   testlib/z004_09.35   2.30
09.30   iso/z004_09.30   testlib/z004_09.30   2.05
09.25   iso/z004_09.25   testlib/z004_09.25   1.85
09.20   iso/z004_09.20   testlib/z004_09.20   1.65
09.15   iso/z004_09.15   testlib/z004_09.15   1.45
09.10   iso/z004_09.10   testlib/z004_09.10   1.30
09.05   iso/z004_09.05   testlib/z004_09.05   1.10
09.00   iso/z004_09.00   testlib/z004_09.00   0.95
08.95   iso/z004_08.95   testlib/z004_08.95   0.80
08.90   iso/z004_08.90   testlib/z004_08.90   0.60
08.85   iso/z004_08.85   testlib/z004_08.85   0.45
08.80   iso/z004_08.80   testlib/z004_08.80   0.30
08.75   iso/z004_08.75   testlib/z004_08.75   0.15
08.70   iso/z004_08.70   testlib/z004_08.70   0.00
08.65   iso/z004_08.65   testlib/z004_08.65  -0.10
08.60   iso/z004_08.60   testlib/z004_08.60  -0.25
08.55   iso/z004_08.55   testlib/z004_08.55  -0.40
08.50   iso/z004_08.50   testlib/z004_08.50  -0.50
08.45   iso/z004_08.45   testlib/z004_08.45  -0.65
08.40   iso/z004_08.40   testlib/z004_08.40  -0.80
08.35   iso/z004_08.35   testlib/z004_08.35  -0.90
08.30   iso/z004_08.30   testlib/z004_08.30  -1.0
08.25   iso/z004_08.25   testlib/z004_08.25  -1.15
08.20   iso/z004_08.20   testlib/z004_08.20  -1.30
08.15   iso/z004_08.15   testlib/z004_08.15  -1.45
08.10   iso/z004_08.10   testlib/z004_08.10  -1.60
08.05   iso/z004_08.05   testlib/z004_08.05  -1.75
08.00   iso/z004_08.00   testlib/z004_08.00  -1.90
07.95   iso/z004_07.95   testlib/z004_07.95  -2.00
07.90   iso/z004_07.90   testlib/z004_07.90  -2.20
07.85   iso/z004_07.85   testlib/z004_07.85  -2.35
07.80   iso/z004_07.80   testlib/z004_07.80  -2.50
07.75   iso/z004_07.75   testlib/z004_07.75  -2.65
07.70   iso/z004_07.70   testlib/z004_07.70  -2.80
07.65   iso/z004_07.65   testlib/z004_07.65  -2.95
07.60   iso/z004_07.60   testlib/z004_07.60  -3.10
07.55   iso/z004_07.55   testlib/z004_07.55  -3.30
07.50   iso/z004_07.50   testlib/z004_07.50  -3.50
07.45   iso/z004_07.45   testlib/z004_07.45  -3.65
07.40   iso/z004_07.40   testlib/z004_07.40  -3.80
07.35   iso/z004_07.35   testlib/z004_07.35  -3.95
07.30   iso/z004_07.30   testlib/z004_07.30  -4.15
07.25   iso/z004_07.25   testlib/z004_07.25  -4.30
07.20   iso/z004_07.20   testlib/z004_07.20  -4.50
07.15   iso/z004_07.15   testlib/z004_07.15  -4.70
07.10   iso/z004_07.10   testlib/z004_07.10  -4.90
07.05   iso/z004_07.05   testlib/z004_07.05  -5.10
07.00   iso/z004_07.00   testlib/z004_07.00  -5.30
06.95   iso/z004_06.95   testlib/z004_06.95  -5.50
06.90   iso/z004_06.90   testlib/z004_06.90  -5.75
06.85   iso/z004_06.85   testlib/z004_06.85  -6.00
06.80   iso/z004_06.80   testlib/z004_06.80  -6.25
06.75   iso/z004_06.75   testlib/z004_06.75  -6.60
06.70   iso/z004_06.70   testlib/z004_06.70  -6.90
06.65   iso/z004_06.65   testlib/z004_06.65  -7.10
06.60   iso/z004_06.60   testlib/z004_06.60  -7.60
10.05   iso/z001_10.05   testlib/z001_10.05   4.00
10.00   iso/z001_10.00   testlib/z001_10.00   3.90
09.95   iso/z001_09.95   testlib/z001_09.95   3.80
09.90   iso/z001_09.90   testlib/z001_09.90   3.70
09.85   iso/z001_09.85   testlib/z001_09.85   3.60
09.80   iso/z001_09.80   testlib/z001_09.80   3.50
09.75   iso/z001_09.75   testlib/z001_09.75   3.35
09.70   iso/z001_09.70   testlib/z001_09.70   3.20
09.65   iso/z001_09.65   testlib/z001_09.65   3.10
09.60   iso/z001_09.60   testlib/z001_09.60   3.00
09.55   iso/z001_09.55   testlib/z001_09.55   2.90
09.50   iso/z001_09.50   testlib/z001_09.50   2.80
09.45   iso/z001_09.45   testlib/z001_09.45   2.65
09.40   iso/z001_09.40   testlib/z001_09.40   2.50
09.35   iso/z001_09.35   testlib/z001_09.35   2.30
09.30   iso/z001_09.30   testlib/z001_09.30   2.10
09.25   iso/z001_09.25   testlib/z001_09.25   1.80
09.20   iso/z001_09.20   testlib/z001_09.20   1.60
09.15   iso/z001_09.15   testlib/z001_09.15   1.45
09.10   iso/z001_09.10   testlib/z001_09.10   1.30
09.05   iso/z001_09.05   testlib/z001_09.05   1.20
09.00   iso/z001_09.00   testlib/z001_09.00   1.10
08.95   iso/z001_08.95   testlib/z001_08.95   0.95
08.90   iso/z001_08.90   testlib/z001_08.90   0.80
08.85   iso/z001_08.85   testlib/z001_08.85   0.65
08.80   iso/z001_08.80   testlib/z001_08.80   0.55
08.75   iso/z001_08.75   testlib/z001_08.75   0.40
08.70   iso/z001_08.70   testlib/z001_08.70   0.30
08.65   iso/z001_08.65   testlib/z001_08.65   0.20
08.60   iso/z001_08.60   testlib/z001_08.60   0.05
08.55   iso/z001_08.55   testlib/z001_08.55  -0.05
08.50   iso/z001_08.50   testlib/z001_08.50  -0.10
08.45   iso/z001_08.45   testlib/z001_08.45  -0.25
08.40   iso/z001_08.40   testlib/z001_08.40  -0.40
08.35   iso/z001_08.35   testlib/z001_08.35  -0.50
08.30   iso/z001_08.30   testlib/z001_08.30  -0.65
08.25   iso/z001_08.25   testlib/z001_08.25  -0.80
08.20   iso/z001_08.20   testlib/z001_08.20  -0.95
08.15   iso/z001_08.15   testlib/z001_08.15  -1.05
08.10   iso/z001_08.10   testlib/z001_08.10  -1.20
08.05   iso/z001_08.05   testlib/z001_08.05  -1.30
08.00   iso/z001_08.00   testlib/z001_08.00  -1.50
